loss,accuracy,val_loss,val_accuracy
0.642812967300415,0.791541337966919,0.3818594813346863,0.8515625
0.4884933829307556,0.8309434652328491,0.3994584083557129,0.84375
0.4589891731739044,0.8391725420951843,0.3792721629142761,0.8515625
0.4419596493244171,0.8441953063011169,0.34123626351356506,0.875
0.429108589887619,0.8475894927978516,0.34334927797317505,0.859375
0.42037978768348694,0.8498023748397827,0.3570776581764221,0.8515625
0.4117429256439209,0.8520932197570801,0.3470059037208557,0.8515625
